awareness,accuracy
-0.49269269269269245, 0.6913258983890954
-0.5527527527527525, 0.6314332920280876
-0.953153153153153, 0.5508880627839735
-0.2574574574574573, 0.6221396117306898
0.017817817817818327, 0.6613795952085915
0.007807807807807876, 0.6717059066501445
0.2980980980980985, 0.6603469640644362
0.4682682682682686, 0.6613795952085915
0.5183183183183186, 0.6613795952085915
0.6834834834834842, 0.6706732755059892
0.5383383383383391, 0.6107806691449814
0.7085085085085088, 0.6014869888475836
0.7485485485485492, 0.5808343659644775
0.6284284284284292, 0.5705080545229244
0.6884884884884892, 0.5405617513424205
0.6734734734734737, 0.5519206939281289
0.2780780780780785, 0.5612143742255267
-0.13233233233233221, 0.5312680710450227
-0.022222222222222143, 0.5209417596034696
0.027827827827828333, 0.5209417596034696
0.17797797797797843, 0.5209417596034696
0.187987987987988, 0.5116480793060718
0.12792792792792795, 0.5002891367203635
-0.08228228228228218, 0.5106154481619165
0.09789789789789793, 0.4713754646840148
0.37317317317317356, 0.4806691449814126
-0.14234234234234222, 0.45072284180090866
0.2780780780780785, 0.45072284180090866
0.7785785785785793, 0.4713754646840148
0.9287287287287294, 0.4414291615035109
0.9587587587587594, 0.42077653862040476
0.5983983983983991, 0.40115654688145386
-0.5027027027027025, 0.38153655514250306
0.3081081081081085, 0.2916976456009912
0.7085085085085088, 0.28033870301528285
0.7185185185185192, 0.18120611317637336
-0.6628628628628628, 0.1708798017348202
-0.7929929929929929, 0.14196612969847167
0.20800800800800845, 0.06038826931020225
